name_1,ra_1,dec_1,GAL_LONG,GAL_LAT,flux,fluxerr,velcenter,velerr_1,w50max,velerr_1a,w20max,velerr_1b,DLG,MHI,a,ra_dec,dec_d,id,id_old,x_geo,y_geo,z_geo,x,y,z,x_min,x_max,y_min,y_max,z_min,z_max,n_pix,n_chan,n_los,rel,bf_a,bf_b1,bf_b2,bf_c,bf_chi2,bf_f_int,bf_f_peak,bf_flag,bf_w,bf_w20,bf_w50,bf_xe,bf_xp,bf_z,ell3s_maj,ell3s_min,ell3s_pa,ell_maj,ell_min,ell_pa,f_int,f_peak,f_wm50,flag,kin_pa,rms,snr_int,w20,w50,wm50,ra_2,dec_2,freq,name_2,Separation,run,cube,kernel,scaleX,scaleY,scaleZ,sf_threshold,rms_mode,flux_range,xradius,xmin,xmax,yradius,ymin,ymax,zradius,zmin,zmax,rel_threshold,elipse,busy_function,bf+e
J1957+2633,19:57:37,26:33:21,63.9,-1.3,2.3,0.5,4405,6,202,12,226,17,63.9,9.3,a,299.404166666667,26.5558333333333,273,611,144.603,154.203,1697.009,144.453,154.09,1696.051,142,148,152,158,1686,1729,459,44,38,0.584381,0.04180842,0.0375896,0.005286746,0,216.3166,3.272261,0.2312414,4,-0.08894145,19.77436,13.01828,836.0188,1672.089,0,3.283972,2.322513,-41.29339,2.900857,2.205893,-35.62582,3.456701,0.02117534,0.1708191,0,212.5546,0.0048162,34.13834,15.5694,12.07618,14.8029,299.39526,26.5669,1398707580,SoFiA J195734.86+263400.8,49.0831249979267,2,2000+26,Gaussian,3.0,3.0,3.0,3.5,GFFH,All,3,3,-1,3,3,-1,3,2,-1,0.40,0,1,1
J2004+2727,20:04:10,27:27:56,65.4,-2.1,2.1,0.4,4336,7,194,14,239,21,60.9,9.3,a,301.041666666667,27.4655555555556,547,2847,56.833,208.552,1712.748,56.74,208.563,1712.52,54,62,207,211,1703,1726,210,24,23,0.488522,0.1007118,0.05952194,0.007968688,0,100.8211,1.797254,0.1308575,4,-0.09195023,20.70389,12.59892,849.5298,1699.092,0,2.683277,1.647407,-59.08514,2.407329,1.616831,-54.14673,1.734503,0.02141605,0.08861441,0,275.1319,0.0050034,24.09469,20.5453,11.95449,19.94293,301.03812,27.472397,1399037700,SoFiA J200409.15+272820.6,27.1139005158267,3,2000+26,Boxcar,3.0,3.0,3.0,3.5,GFFH,All,3,3,-1,3,3,-1,3,3,-1,0.40,0,1,1
J2001+2659,20:01:27,26:59:49,64.7,-1.8,3.6,0.5,3140,3,214,6,229,10,43.9,9.2,a,300.3625,26.9969444444444,638,3263,92.73,179.833,1986.513,92.745,179.854,1986.144,90,96,177,183,1963,2011,920,49,40,0.570418,0.6513055,0.2211252,0.09267954,0,870.6096,9.127029,0.1985299,6,-0.086171,56,56,979.1106,1958.031,0,3.59454,3.253596,-77.00959,2.495916,2.422794,-75.58106,9.289337,0.02889315,0.262666,0,104.6551,0.0048302,63.40529,47.19202,44.82284,46.19321,300.36017,26.997133,1404521470,SoFiA J200126.44+265949.7,7.50973336131506,3,2000+26,Boxcar,3.0,3.0,3.0,3.5,GFFH,All,3,3,-1,3,3,-1,3,3,-1,0.40,0,1,1
J2007+2341,20:07:49,23:41:08,62.7,-4.8,0.5,0.2,2351,5,64,10,92,14,33.5,8.2,a,301.954166666667,23.6855555555556,24,1569,211.384,251.133,750.339,211.295,251.548,750.236,206,219,239,267,731,762,1395,32,138,0.425501,0.04772694,0.0269191,0.2158534,0,355.0916,9.852295,0.7135336,6,-0.03072498,19.64858,13.00809,366.0135,732.0892,0,14.01204,4.087052,17.19933,13.65954,3.416824,15.75171,10.64268,0.02512072,0.01109824,0,194.0071,0.0049112,58.06155,20.73123,14.67411,27.7416,301.9426,23.683002,1379751940,SoFiA J200746.22+234058.8,39.2362294509014,3,2015+22,Boxcar,3.0,3.0,3.0,3.5,GFFH,All,3,3,-1,3,3,-1,3,3,-1,0.40,0,1,1
J2018+2319,20:18:43,23:19:54,63.7,-7.1,1.2,0.3,299,4,25,7,48,11,6.6,7.1,a,304.679166666667,23.3316666666667,72,5088,60.937,230.117,2620.354,60.92,230.041,2620.554,57,65,227,234,2614,2625,316,12,57,0.804107,0.09650452,0.02246026,0.002184935,0,95.87795,3.114087,0.5276245,3,-0.204936,8.463835,5.574137,1307.011,2614.205,0,3.615506,3.350016,-25.2427,3.351404,3.147342,-83.76208,3.197639,0.0275207,0.4039708,0,103.8406,0.0047494,37.87476,8.000498,4.970061,6.691415,304.6772,23.331585,1417236100,SoFiA J201842.53+231953.7,6.55704986178565,3,2015+22,Boxcar,3.0,3.0,3.0,3.5,GFFH,All,3,3,-1,3,3,-1,3,3,-1,0.40,0,1,1
J2017+2837,20:17:32,28:37:07,68,-3.9,6.3,0.9,4215,7,183,14,256,21,63,9.8,a,304.383333333333,28.6186111111111,32,8835,77.805,276.986,1742.248,78.256,276.96,1743.774,67,84,261,289,1712,1774,2048,63,145,0.998493,,,,,,,,,,,,,,,10.15359,6.625214,29.99746,5.138998,4.221328,43.32475,12.24476,0.02851162,0.1561326,0,206.4251,0.0048754,55.49773,52.65855,21.82264,53.71073,304.39066,28.615135,1399664130,SoFiA J201733.76+283654.5,26.3065181006551,5,2015+26,Boxcar,3.0,3.0,3.0,3.0,GFFH,All,4,3,-1,4,3,-1,4,3,-1,0.40,0,0,0
J2030+2017,20:30:50,20:17:42,62.8,-11.1,4,0.5,3687,3,232,6,246,10,52.7,9.4,a,307.708333333333,20.295,93,9089,101.923,47.103,1867.826,101.341,46.531,1866.494,98,109,39,60,1841,1892,1206,52,87,0.943867,0.698201,0.0158614,0.03708125,0,914.7456,9.066988,0.1885775,6,-0.06776933,60,57.54433,918.5079,1837.038,0,8.578863,3.009553,28.427,6.245689,2.769487,34.38669,9.061819,0.02494587,0.1404788,0,212.9357,0.0041849,62.35325,50.82576,48.27873,50.54205,307.6894,20.27518,1402123650,SoFiA J203045.45+201630.6,95.8200893143218,3,2030+22,Boxcar,3.0,3.0,3.0,3.1,GFFH,Negative,4,3,-1,4,3,-1,4,3,-1,0.40,0,1,1
J2030+2203,20:30:31,22:03:13,64.2,-10,1.2,0.3,4241,5,80,9,102,14,57.2,9,a,307.629166666667,22.0536111111111,89,8633,104.373,154.236,1746.503,104.96,153.253,1742.418,100,107,151,159,1735,1761,292,27,39,0.912661,2.694468E-07,0.0005781401,0.001791253,0,512.4437,2.009153,0.2337104,3,-0.1380947,12.2709,8.142635,865.5003,1731.138,0,3.508878,2.542128,49.57717,3.041673,2.200087,34.08831,1.633335,0.02582831,0.188559,0,144.6063,0.004441,21.52303,16.71732,6.831273,14.63211,307.6266,22.054163,1399636860,SoFiA J203030.38+220315.0,8.83388612070975,3,2030+22,Boxcar,3.0,3.0,3.0,3.1,GFFH,Negative,4,3,-1,4,3,-1,4,3,-1,0.40,0,1,1
J2047+2048,20:47:35,20:48:39,65.6,-14,1.2,0.3,10615,5,107,11,126,16,151.9,9.8,a,311.895833333333,20.8108333333333,18,3695,76.263,78.763,1488.946,76.581,78.744,1488.728,73,80,75,82,1484,1493,224,10,42,0.408591,0.0007521337,0.1092713,0.02052216,0,38.62425,0.9832773,0.1401593,4,-0.1394765,9.008452,7.576501,741.5546,1483.139,0,3.215445,2.66711,-26.23213,3.354819,2.751854,-25.11781,0.9882478,0.01264766,0.1069668,0,344.034,0.0035841,18.42303,8.705968,7.274341,8.204097,311.88153,20.811123,1394552450,SoFiA J204731.57+204840.0,48.1412632908361,2,2030+26,Gaussian,3.0,3.0,3.0,6.0,MAD,All,3,3,-1,3,3,-1,3,3,-1,0.40,0,1,1
J2047+2225,20:47:18,22:25:58,66.8,-13,1.3,0.2,4394,4,91,9,118,13,59.7,9,a,311.825,22.4327777777778,23,4186,82.024,178.871,1710.118,80.605,176.7,1708.832,78,90,172,192,1694,1736,629,43,101,0.925885,3.884738E-06,0,0.006743855,0,438.2068,1.814143,0.1179406,4,-0.07935777,22.01659,14.54856,842.5,1685.079,0,6.509954,2.575374,-32.55289,6.543157,2.216165,-32.57786,1.033649,0.02120422,0.1499056,0,138.3242,0.005192,7.95068,19.80572,13.49038,15.02382,311.81613,22.444038,1398963840,SoFiA J204715.87+222638.5,50.1411593872233,2,2030+26,Gaussian,3.0,3.0,3.0,6.0,MAD,All,3,3,-1,3,3,-1,3,3,-1,0.40,0,1,1
J2045+2810,20:45:39,28:10:28,71.3,-9.2,2,0.3,1101,3,63,7,88,10,12.2,7.8,a,311.4125,28.1744444444444,70,16883,103.776,247.881,2438.21,103.56,248.808,2439.171,94,110,239,256,2422,2455,1428,34,160,0.999979,4.36604E-06,0.005988736,0.001549336,0,512.9683,8.488767,0.6932437,4,-0.0996531,17.54635,11.58981,1209.503,2419.1,0,8.476755,6.131986,13.30852,7.533321,4.328587,12.15518,8.893442,0.03757726,0.7895992,0,158.4721,0.0047526,49.51971,17.55098,13.53781,13.69294,311.40952,28.14697,1413600900,SoFiA J204538.29+280849.1,99.3579000229911,2,2045+26,Boxcar,3.0,3.0,3.0,6.0,GFNF,All,3,3,-1,3,3,-1,3,3,-1,0.40,0,1,1
J2050+2538,20:50:30,25:38:06,69.9,-11.6,2.1,0.5,2371,4,141,9,158,13,35.6,8.8,a,312.625,25.635,67,856,36.763,97.655,2163.93,36.595,97.865,2163.402,20,48,88,108,2140,2183,4310,44,296,0.867205,0.7281712,0.2420205,0.1523415,0,468.4964,17.46909,0.7745507,6,-0.1301678,41.73047,18.77743,1069.121,2138.063,0,13.39269,6.362586,47.47864,10.63878,5.694519,47.55715,17.45044,0.03099661,0.4207557,0,33.75542,0.0048732,54.54437,37.40074,20.6884,37.45935,312.64398,25.624252,1408074110,SoFiA J205034.55+253727.3,72.7530770428933,5,2045+26,Gaussian,3.0,3.0,3.0,3.0,MAD,All,1,5,-1,1,5,-1,1,4,-1,0.50,0,1,1
J2051+2454,20:51:15,24:54:16,69.4,-12.2,2.6,0.5,10742,6,229,12,255,17,154.6,10.2,a,312.8125,24.9044444444444,34,105,26.942,54.514,341.728,27.018,54.8,339.722,25,29,52,57,328,369,243,42,23,0.731188,0.0003484818,0.6469532,0.0111083,0,201.1698,1.266945,0.1108349,4,-0.10591,16.36277,10.81985,158.8235,317.1059,0,2.560364,2.215452,14.62735,2.280222,2.003053,-31.287,1.592838,0.02059628,0.04713455,0,222.9055,0.0049012,21.47606,33.00313,9.365451,33.34235,312.81177,24.904573,1371524610,SoFiA J205114.82+245416.5,2.43620246748306,7,2045+26,Gaussian,3.0,3.0,3.0,3.7,MAD,All,1,5,-1,1,5,-1,1,4,-1,0.50,0,1,1
J2038+2407,20:38:22,24:07:14,67,-10.3,0.8,0.3,10338,10,30,21,119,31,150,9.6,a,309.591666666667,24.1205555555556,38,109,202.846,7.854,433.675,202.9,7.846,433.444,201,205,5,10,431,437,123,7,26,0.544396,8.235002E-05,0.223047,0.02139768,0,7.805965,1.143569,0.2596145,4,-0.2184429,5.562912,4.764632,215.1115,430.2184,0,2.72071,2.370891,-26.34392,2.665618,2.231582,-12.73769,1.142395,0.01873356,0.1881421,0,241.1682,0.0042828,24.4523,5.484669,4.777658,5.11855,309.58984,24.120392,1373402880,SoFiA J203821.56+240713.4,6.01844217523803,8,2045+26,Gaussian,3.0,3.0,3.0,4.1,MAD,All,1,5,-1,1,5,-1,1,4,-1,0.50,0,1,1
J2105+2422,21:05:10,24:22:59,71,-15,2,0.4,4759,4,298,7,309,11,65,9.3,a,316.291666666667,24.3830555555556,282,565,41.227,23.136,1655.955,41.158,23.099,1655.875,40,42,22,24,1653,1658,22,6,6,0.482249,0.08495568,0.01992648,0.01962513,0,6.542495,0.2540022,0.05590708,3,-0.2935185,6,3.835537,826.01,1652.294,0,1.371493,1.264911,-59.03624,1.265458,1.109408,-45.32451,0.2412883,0.01796517,0.04075467,0,126.1851,0.0047103,10.92125,5.21535,4.015354,4.878028,316.2964,24.378605,1397902340,SoFiA J210511.13+242243.0,22.2766771752645,3,2100+26,Boxcar,3.0,3.0,3.0,5.0,GFNF,All,3,3,-1,3,3,-1,3,3,-1,0.40,0,0,0
J2056+2557,20:56:45,25:57:22,71.1,-12.5,1.1,0.3,4744,4,107,9,122,13,71.7,9.1,a,314.1875,25.9561111111111,260,534,155.824,117.382,1632.088,155.761,117.378,1632.194,155,157,116,119,1628,1636,34,9,9,0.496448,0.07990184,0.03301215,0.08833019,0,7.000561,0.3652381,0.05839853,4,-0.1808884,8,6.526995,814.0165,1628.181,0,1.565512,1.040213,13.79427,1.690728,1.117819,3.526795,0.3871245,0.01961306,0.04363185,0,0,0.0060481,10.97725,8,5.404019,7.620538,314.1888,25.954,1397427840,SoFiA J205645.32+255714.4,8.7049711617597,3,2100+26,Boxcar,3.0,3.0,3.0,5.0,GFNF,All,3,3,-1,3,3,-1,3,3,-1,0.40,0,0,0
J2105+2710,21:05:37,27:10:19,73.3,-13.3,1,0.3,981,8,183,17,253,25,11.1,7.5,a,316.404166666667,27.1719444444444,318,512,36.817,189.327,2482.663,36.936,189.089,2482.627,35,39,187,192,2479,2486,104,8,24,0.655955,,,,,,,,,,,,,,,2.588802,1.844859,-15.2103,2.575691,1.902931,-19.22373,0.926058,0.0192572,0.1255754,0,319.2919,0.0052677,17.23841,6.932323,5.39213,6.136952,316.40607,27.14467,1414471940,SoFiA J210537.45+270840.8,98.3747238161853,4,2100+26,Gaussian,3.0,3.0,3.0,4.5,GFNF,Negative,3,3,-1,3,3,-1,3,3,-1,0.40,0,0,0
J2102+2511,21:02:44,25:11:51,71.3,-14,1,0.2,3122,3,42,6,60,10,45,8.7,a,315.683333333333,25.1975,448,1675,75.115,72.522,1991.251,74.992,72.26,1991.236,71,79,67,77,1985,1998,712,14,79,0.697091,,,,,,,,,,,,,,,4.173297,3.38239,8.878829,4.016814,3.295364,0.7436564,4.182298,0.03121904,0.3839123,0,170.7896,0.0041608,37.66997,11.45927,9.433897,10.04335,315.6817,25.202602,1404623620,SoFiA J210243.61+251209.4,19.1220837111129,6,2100+26,Gaussian,3.0,3.0,3.0,3.0,MAD,Negative,1,5,-1,1,5,-1,1,4,-1,0.40,0,0,0
J2054+2555,20:54:30,25:55:57,70.7,-12.1,1.6,0.4,6911,3,263,7,269,10,102.6,9.6,a,313.625,25.9325,372,1412,184.836,116.098,1713.705,185.079,116.144,1713.461,181,188,114,118,1712,1717,61,6,29,0.61545,,,,,,,,,,,,,,,1.84621,1,-58.82865,2.806225,1.685143,89.8578,0.2712016,0.01162474,0.05059963,0,0,0.0042684,8.34275,4.8,3.241914,4.671216,313.64554,25.929321,1399056510,SoFiA J205434.93+255545.6,67.4715523707761,6,2100+26,Gaussian,3.0,3.0,3.0,3.0,MAD,Negative,1,5,-1,1,5,-1,1,4,-1,0.40,0,0,0
J2057+2557,20:57:15,25:57:54,71.1,-12.6,18.3,1.4,1521,2,260,4,275,6,25.6,9.5,a,314.3125,25.965,541,2008,149.111,117.904,2346.889,149.274,117.896,2347.079,142,157,110,125,2314,2380,8595,67,212,0.653177,,,,,,,,,,,,,,,7.118074,6.289715,-86.7807,5.498535,4.974791,78.67838,52.45418,0.05206768,1.143101,0,347.8465,0.0044119,128.2435,60.9055,57.62543,59.4683,314.30902,25.963264,1411755260,SoFiA J205714.16+255747.8,12.8775386424344,6,2100+26,Gaussian,3.0,3.0,3.0,3.0,MAD,Negative,1,5,-1,1,5,-1,1,4,-1,0.40,0,0,0
J2054+2401,20:54:56,24:01:31,69.2,-13.4,3.6,0.5,3522,5,106,10,164,15,50.7,9.3,a,313.733333333333,24.0252777777778,424,1584,182.589,3.207,1901.064,182.212,2.618,1901.421,177,190,0,8,1887,1916,2017,30,107,0.549376,,,,,,,,,,,,,,,6.33622,3.63616,-80.16168,5.583122,3.70215,-75.28384,11.03498,0.0283056,0.5946712,1,238.6316,0.0042879,57.30224,26.1363,22.29237,23.12734,313.71857,24.037132,1402823550,SoFiA J205452.46+240213.7,64.6413642833963,6,2100+26,Gaussian,3.0,3.0,3.0,3.0,MAD,Negative,1,5,-1,1,5,-1,1,4,-1,0.40,0,0,0
J2056+2559,20:56:28,25:59:57,71.1,-12.4,0.9,0.3,6865,4,133,8,140,12,102,9.4,a,314.116666666667,25.9991666666667,361,608,160.398,119.194,1169.107,160,119.386,1169.18,158,163,116,122,1166,1172,103,7,25,0.412939,,,,,,,,,,,,,,,2.590782,1.90332,-15.06021,2.79533,1.906656,13.24232,0.7247597,0.01710588,0.108714,0,101.9376,0.004424,16.14209,6,4.252365,5.68066,314.11,25.986992,1388148350,SoFiA J205626.40+255913.2,48.8713973171442,7,2100+26,Gaussian,3.0,3.0,3.0,3.5,MAD,Negative,1,5,-1,1,5,-1,1,4,-1,0.40,0,0,0
J2057+2538,20:57:48,25:38:12,71,-12.9,2.6,0.4,4767,4,249,8,265,12,72,9.5,a,314.45,25.6366666666667,444,726,139.842,98.643,1650.55,140.405,98.559,1650.935,136,143,96,101,1645,1657,291,13,38,0.583039,,,,,,,,,,,,,,,2.977674,2.282067,72.12993,3.319179,2.249948,72.56774,1.785282,0.0203,0.1527276,0,22.53042,0.0044183,23.68672,11.9505,7.908413,11.04509,314.47485,25.641663,1397803390,SoFiA J205753.96+253830.0,82.6436771483395,7,2100+26,Gaussian,3.0,3.0,3.0,3.5,MAD,Negative,1,5,-1,1,5,-1,1,4,-1,0.40,0,0,0
